Protein1,Protein2,Score,Experimental System Type
NDUFB4,NDUFA2,997,physical
NDUFB4,MT-ND5,997,physical
NDUFB4,NDUFA1,997,physical
NDUFB4,NDUFV3,997,physical
NDUFB4,NDUFA9,997,physical
NDUFB4,NDUFC2,997,physical
HSPB11,IFT22,997,physical
HSPB11,IFT46,997,physical
HSPB11,IFT52,997,physical
RBM22,PRPF19,997,physical
RBM22,CWC15,997,physical
RBM22,AQR,997,physical
RBM22,EFTUD2,997,physical
RBM22,CDC40,997,physical
PDRG1,UXT,997,physical
PDRG1,PFDN2,997,physical
HAUS4,HAUS5,997,physical
CDC6,ORC6,997,physical
CBX5,H3F3C,997,physical
CBX5,H3-2,997,physical
VCL,CTNNA1,997,physical
PSMD8,PSMC3,997,physical
PSMD8,PSMD2,997,physical
ATP5F1D,ATP5PB,997,physical
ATP5F1D,ATP5F1E,997,physical
NDUFB7,NDUFA1,997,physical
NDUFB7,NDUFV3,997,physical
SF3A1,SF3B3,997,physical
SF3A1,SNRPA1,997,physical
SNRPD3,EFTUD2,997,physical
CENPM,CENPO,997,physical
CBX7,RING1,997,physical
EIF3D,EIF3G,997,physical
EIF3D,EIF3K,997,physical
EIF3D,EIF3B,997,physical
EIF3D,EIF3A,997,physical
EIF3D,EIF3H,997,physical
RBX1,UBE2D2,997,physical
SNAPC1,SNAPC5,997,physical
POLE2,POLE3,997,physical
PSMA3,PSMB5,997,physical
PSMA3,PSMA5,997,physical
PSMA3,PSMA7,997,physical
PSMA3,PSMB7,997,physical
SALL4,NANOG,997,physical
PIGU,PIGS,997,physical
ORC6,CDC6,997,physical
NUTF2,RAN,997,physical
PARD6A,PRKCI,997,physical
PSMD7,PSMC1,997,physical
PSMD7,PSMC2,997,physical
STUB1,HSPA8,997,physical
MEFV,PYCARD,997,physical
CSK,PTPN22,997,physical
EIF3E,EIF3G,997,physical
EIF3E,EIF3J,997,physical
EIF3E,EIF3A,997,physical
EMC2,EMC8,997,physical
EMC2,EMC9,997,physical
DCTN6,DCTN3,997,physical
TNFRSF10A,FADD,997,physical
EXOSC5,DIS3,997,physical
RELB,REL,997,physical
SF3A2,PRPF8,997,physical
SF3A2,SNRPA1,997,physical
SF3A2,SF3B4,997,physical
TGFB1,LTBP1,997,physical
RPL18A,RPS26,997,physical
RPL18A,RPL24,997,physical
RPL18A,RPL8,997,physical
RPL18A,RPL18,997,physical
RPL18A,RPL32,997,physical
RPL18A,RPL11,997,physical
RPL18A,RPL36,997,physical
RPL18A,RPL31,997,physical
RPL18A,RPL30,997,physical
PIK3R2,PIK3CG,997,physical
TWISTNB,POLR2F,997,physical
TWISTNB,ZNRD1,997,physical
TWISTNB,POLR1A,997,physical
TWISTNB,POLR1C,997,physical
WASL,ITSN1,997,physical
AIMP2,AIMP1,997,physical
AIMP2,MARS1,997,physical
AIMP2,DARS1,997,physical
PSMA2,PSMB2,997,physical
PSMA2,PSMB6,997,physical
PSMA2,PSMB5,997,physical
YKT6,STX7,997,physical
C5,C9,997,physical
PPIF,SLC25A4,997,physical
DHX33,NLRP3,997,physical
UTP18,WDR3,997,physical
RPL19,RPL31,997,physical
RPL19,RPL32,997,physical
RPL19,RPL6,997,physical
RPL19,RPL8,997,physical
RPL19,RPL38,997,physical
RPL19,RPS26,997,physical
RPL19,RPL30,997,physical
RPL19,RPS23,997,physical
RPL19,RPL36,997,physical
RPL19,RPL18,997,physical
MED31,MED21,997,physical
MED31,MED17,997,physical
DDX5,DROSHA,997,physical
PRPF19,SNW1,997,physical
PRPF19,EFTUD2,997,physical
PRPF19,SNRPD2,997,physical
PRPF19,CWC15,997,physical
PRPF19,SNRPA1,997,physical
PRPF19,CRNKL1,997,physical
PRPF19,RBM22,997,physical
POLR3B,POLR2L,997,physical
LTBR,LTA,997,physical
CNOT2,CNOT4,997,physical
CNOT2,CNOT6L,997,physical
NANOG,SALL4,997,physical
COX6A1,MT-CO3,997,physical
COX6A1,COX5A,997,physical
RPS12,RPS16,997,physical
RPS12,RPS8,997,physical
RPS12,RPS13,997,physical
RPS12,RPS19,997,physical
RPS12,RPS23,997,physical
RPS12,RPS3A,997,physical
RPS12,RPS11,997,physical
RPS12,RPS5,997,physical
RPS12,RPS3,997,physical
RPS12,RPS2,997,physical
RPS12,RPS26,997,physical
RPS12,RPS10,997,physical
RPS12,RPS20,997,physical
RPS12,RPS6,997,physical
SNX3,VPS26A,997,physical
BYSL,TSR1,997,physical
TBP,TAF7,997,physical
TBP,TAF11,997,physical
TBP,GTF2A2,997,physical
TBP,GTF2A1,997,physical
MTREX,EXOSC10,997,physical
ISL1,LHX3,997,physical
IL12B,IL12A,997,physical
SKP1,FBXW11,997,physical
RARS1,IARS1,997,physical
MLH1,MSH2,997,physical
TNNC1,TNNT2,997,physical
TNNC1,TNNI3,997,physical
MSH2,MLH1,997,physical
APOB,APOE,997,physical
APOB,APOA1,997,physical
NDUFS7,NDUFV3,997,physical
NDUFS7,NDUFB10,997,physical
NDUFS7,NDUFB3,997,physical
NDUFS7,NDUFB6,997,physical
NDUFS7,NDUFB8,997,physical
NDUFS7,NDUFA7,997,physical
NDUFS7,NDUFB11,997,physical
NDUFS7,NDUFA10,997,physical
GRIN3B,GRIN2A,997,physical
P3H1,CRTAP,997,physical
SYF2,SNRPA1,997,physical
SYF2,BUD31,997,physical
SYF2,PPIL1,997,physical
SYF2,PLRG1,997,physical
SYF2,SNW1,997,physical
APOA1,APOB,997,physical
APOA1,APOA2,997,physical
APOA1,APOL1,997,physical
ACVR2A,BMPR1A,997,physical
IFT81,IFT52,997,physical
SNRPA,SNRPE,997,physical
B9D2,B9D1,997,physical
HAUS3,HAUS1,997,physical
HAUS3,HAUS5,997,physical
ATP5F1E,ATP5F1D,997,physical
ATP5F1E,ATP5ME,997,physical
PLCG1,LAT,997,physical
MPHOSPH10,NOP58,997,physical
SNRPC,SNRPB,997,physical
SNRPC,SNRPD2,997,physical
SSR1,SSR4,997,physical
EMC3,EMC7,997,physical
BBS2,TTC8,997,physical
MRPS7,MRPS15,997,physical
MRPS7,MRPS14,997,physical
MRPS7,MRPS9,997,physical
C3,CD55,997,physical
SNRPB2,SF3B2,997,physical
SNRPB2,SF3A3,997,physical
TLE6,OOEP,997,physical
UBA2,UBE2I,997,physical
CANX,PDIA3,997,physical
PYCARD,MEFV,997,physical
TRAF2,MAP3K5,997,physical
EIF3K,EIF3D,997,physical
SNAP23,STX2,997,physical
FXR2,CYFIP1,997,physical
FXR2,CYFIP2,997,physical
BCL2L2,BCL2L11,997,physical
NCAPG,SMC2,997,physical
MED17,MED31,997,physical
MED17,MED4,997,physical
NDUFA2,NDUFB6,997,physical
NDUFA2,NDUFA11,997,physical
NDUFA2,NDUFAB1,997,physical
NDUFA2,NDUFA3,997,physical
NDUFA2,NDUFB4,997,physical
NDUFA2,NDUFC2,997,physical
APOE,APOC2,997,physical
APOE,APOB,997,physical
APOE,APOA2,997,physical
LSM7,PRPF4,997,physical
NDUFA10,MT-ND2,997,physical
NDUFA10,MT-ND4,997,physical
NDUFA10,NDUFB8,997,physical
NDUFA10,NDUFC2,997,physical
NDUFA10,NDUFV3,997,physical
NDUFA10,NDUFB3,997,physical
NDUFA10,NDUFA11,997,physical
NDUFA10,NDUFS7,997,physical
NDUFA10,NDUFS3,997,physical
TAF4,TAF7,997,physical
LAMA5,LAMC1,997,physical
EIF3G,EIF3F,997,physical
EIF3G,EIF3D,997,physical
EIF3G,EIF3E,997,physical
NOL11,UTP4,997,physical
ATP6V1E1,ATP6V0D1,997,physical
EMC8,EMC2,997,physical
HAUS8,HAUS2,997,physical
SNRPA1,SNRPD2,997,physical
SNRPA1,SF3A1,997,physical
SNRPA1,SNRPE,997,physical
SNRPA1,CDC40,997,physical
SNRPA1,SNRNP200,997,physical
SNRPA1,SF3A2,997,physical
SNRPA1,SYF2,997,physical
SNRPA1,SNRPF,997,physical
SNRPA1,SNRPD1,997,physical
SNRPA1,CDC5L,997,physical
SNRPA1,SNRPG,997,physical
SNRPA1,SF3B5,997,physical
SNRPA1,PRPF19,997,physical
SMARCC1,SMARCD2,997,physical
TIMM10B,AGK,997,physical
TIMM10B,TIMM10,997,physical
H3-3B,DNMT3A,997,physical
TERF2,TERF1,997,physical
VPS4A,CHMP1A,997,physical
JAG1,NOTCH2,997,physical
SNAP25,VAMP3,997,physical
MED10,MED19,997,physical
ACTR3B,ACTR2,997,physical
NTS,SORT1,997,physical
EIF2S1,EIF2B4,997,physical
ELP3,ELP2,997,physical
CCNB1,CDK2,997,physical
CDK7,GTF2H4,997,physical
CDK7,GTF2H3,997,physical
CDK7,GTF2H1,997,physical
CDK7,GTF2H2,997,physical
EMC7,EMC3,997,physical
EMC7,EMC1,997,physical
TSHB,CGA,997,physical
SORT1,NTS,997,physical
NOTCH2,JAG1,997,physical
NOTCH2,DLL1,997,physical
TIMM10,TIMM10B,997,physical
CBLIF,CUBN,997,physical
KLB,FGFR4,997,physical
APC,CSNK1A1,997,physical
CDK4,CDKN2C,997,physical
CDK4,CDKN2B,997,physical
MPHOSPH6,EXOSC3,997,physical
MPHOSPH6,EXOSC1,997,physical
DYNC1LI2,DYNC1I2,997,physical
TAF5L,TAF12,997,physical
TAF5L,TADA1,997,physical
STX6,VAMP3,997,physical
LAMC1,LAMA5,997,physical
COX5B,COX7B,997,physical
MRPS9,MRPS7,997,physical
MRPS9,MRPS5,997,physical
MRPS9,MRPS16,997,physical
MRPS9,MRPS14,997,physical
MED4,MED17,997,physical
MED4,MED1,997,physical
NDUFB5,NDUFV3,997,physical
NDUFB5,NDUFS8,997,physical
NDUFB5,NDUFA7,997,physical
NDUFB5,NDUFA1,997,physical
NDUFB5,NDUFS6,997,physical
NDUFB5,NDUFS5,997,physical
NDUFB5,NDUFS2,997,physical
NDUFB5,NDUFA5,997,physical
NDUFB5,NDUFV2,997,physical
PSMB7,PSMA3,997,physical
PSMB7,PSMA4,997,physical
PSMB7,PSMA1,997,physical
PSMB7,PSMA7,997,physical
DERL1,SEL1L,997,physical
DERL1,VCP,997,physical
DCTN3,DCTN6,997,physical
RIPK1,BIRC2,997,physical
RIPK1,BIRC3,997,physical
RIPK1,IKBKG,997,physical
RIPK1,TNFRSF1A,997,physical
RIPK1,TRAF5,997,physical
TUBB2B,TUBA1B,997,physical
MRPS18B,MRPS22,997,physical
MRPS18B,MRPS27,997,physical
GTF2H4,CDK7,997,physical
TLR2,HSPA1A,997,physical
FDX1,FDXR,997,physical
NDUFAF1,ECSIT,997,physical
NDUFAF1,ACAD9,997,physical
HAUS2,HAUS8,997,physical
HAUS2,HAUS1,997,physical
HAUS2,HAUS6,997,physical
TUBGCP4,TUBGCP2,997,physical
IFT172,IFT57,997,physical
BARD1,BABAM2,997,physical
MNAT1,GTF2H3,997,physical
PSMC1,PSMD6,997,physical
PSMC1,PSMD11,997,physical
PSMC1,PSMD7,997,physical
PSMC1,PSMC2,997,physical
PSMC1,PSMD13,997,physical
SNCAIP,SNCA,997,physical
TRAF5,RIPK1,997,physical
TRAF5,BIRC2,997,physical
TRAF5,TRAF3,997,physical
PSMA6,PSMB5,997,physical
PSMA6,PSMA7,997,physical
USP22,ENY2,997,physical
B9D1,B9D2,997,physical
USP14,PSMC2,997,physical
USP14,PSMD14,997,physical
CYBA,NOXA1,997,physical
CYBA,NOXO1,997,physical
MPP5,MPDZ,997,physical
UTP6,WDR3,997,physical
PSMD11,PSMC1,997,physical
PSMD11,PSMC6,997,physical
PSMD11,PSMD4,997,physical
CHRNB4,CHRNA3,997,physical
CSNK1A1,APC,997,physical
CSNK1A1,GSK3B,997,physical
PDGFRB,EGFR,997,physical
ANAPC5,ANAPC2,997,physical
ANAPC5,ANAPC11,997,physical
ANAPC5,ANAPC13,997,physical
AP4E1,AP4B1,997,physical
EIF3J,EIF3E,997,physical
EIF3J,EIF3I,997,physical
TIPIN,CLSPN,997,physical
TRIP4,ASCC2,997,physical
TRIP4,ASCC3,997,physical
CCNT1,AFF1,997,physical
TUBGCP3,MZT1,997,physical
MARS1,AIMP2,997,physical
MARS1,DARS1,997,physical
SMAD7,TGFBR1,997,physical
SMAD2,SKIL,997,physical
RHEB,MTOR,997,physical
SMARCD3,SMARCC2,997,physical
KMT2C,KMT2D,997,physical
PSMB1,PSMB8,997,physical
PSMB1,PSMA7,997,physical
PSMB1,PSMA4,997,physical
RCOR1,REST,997,physical
ELOB,CBFB,997,physical
CHTF18,RFC5,997,physical
CREBBP,KAT2B,997,physical
INVS,DVL1,997,physical
SETD1A,SETD1B,997,physical
SPTLC1,ORMDL3,997,physical
RPL8,RPL31,997,physical
RPL8,RPL6,997,physical
RPL8,RPL11,997,physical
RPL8,RPL32,997,physical
RPL8,RPL19,997,physical
RPL8,RPS26,997,physical
RPL8,RPL38,997,physical
RPL8,RPS23,997,physical
RPL8,RPL30,997,physical
RPL8,RPL18A,997,physical
RPL8,RPL18,997,physical
CDKN2C,CDK4,997,physical
ACIN1,SAP18,997,physical
PIK3R3,PIK3CG,997,physical
TRPC5,TRPC4,997,physical
XRCC1,POLB,997,physical
XRCC1,PNKP,997,physical
ARPC1A,ARPC4,997,physical
ARPC1A,ARPC5,997,physical
GAB1,PTPN11,997,physical
MAPK3,MAP2K1,997,physical
DHTKD1,DLST,997,physical
EPC1,MEAF6,997,physical
MED15,MED24,997,physical
EP300,ARNT,997,physical
EP300,IRF3,997,physical
IL1A,IL1R2,997,physical
BRD4,NSD3,997,physical
C9,C5,997,physical
BIRC3,RIPK1,997,physical
VPS26A,SNX3,997,physical
CD81,IFITM1,997,physical
TAF1B,TAF1A,997,physical
SNRNP40,BCAS2,997,physical
SNRNP40,PRPF8,997,physical
SNRNP40,CDC40,997,physical
EPAS1,ARNT2,997,physical
KAT2B,CREBBP,997,physical
NDUFS3,NDUFA11,997,physical
NDUFS3,NDUFA10,997,physical
NDUFS3,NDUFA1,997,physical
CHMP3,CHMP4A,997,physical
POLR1A,POLR1C,997,physical
POLR1A,POLR1E,997,physical
POLR1A,TWISTNB,997,physical
VAMP8,STX8,997,physical
KDR,CDH5,997,physical
TAF12,TAF5L,997,physical
TAF12,TAF11,997,physical
TAF12,TAF6L,997,physical
IFT46,IFT22,997,physical
IFT46,TTC26,997,physical
IFT46,HSPB11,997,physical
CBL,ZAP70,997,physical
CBL,RAPGEF1,997,physical
CBL,CRK,997,physical
CBL,CRKL,997,physical
DARS1,EEF1E1,997,physical
DARS1,AIMP2,997,physical
DARS1,MARS1,997,physical
NOP58,MPHOSPH10,997,physical
YWHAE,CDC25C,997,physical
FGF2,FGFR1,997,physical
RBBP5,HCFC1,997,physical
IFT57,IFT20,997,physical
IFT57,IFT172,997,physical
PSMD3,PSMC5,997,physical
STAT3,STAT5B,997,physical
DNMT3A,H3-3B,997,physical
DNMT3A,H3C8,997,physical
ICAM1,EZR,997,physical
PDCD6,SEC31A,997,physical
ZAP70,CBL,997,physical
FBXW11,SKP1,997,physical
MED20,MED27,997,physical
SEMA3A,NRP1,997,physical
NRP1,SEMA3A,997,physical
POLB,XRCC1,997,physical
MAPKAP1,PRR5,997,physical
GTF2H1,CDK7,997,physical
HPS5,HPS6,997,physical
DAXX,MAP3K5,997,physical
DAXX,USP7,997,physical
PRPF6,SNRPD1,997,physical
ARNTL2,CLOCK,997,physical
NDUFA9,NDUFAB1,997,physical
NDUFA9,NDUFB11,997,physical
NDUFA9,NDUFV3,997,physical
NDUFA9,MT-ND1,997,physical
NDUFA9,NDUFB4,997,physical
SNRPF,EFTUD2,997,physical
SNRPF,SNRPB,997,physical
SNRPF,SNRNP70,997,physical
SNRPF,SNRPA1,997,physical
CDK2,CCNB1,997,physical
CDK2,CDKN1A,997,physical
CDK2,CDKN3,997,physical
RB1,HDAC1,997,physical
VPS37B,VPS28,997,physical
FANCM,RMI2,997,physical
UQCRC2,CYC1,997,physical
UQCRC2,COX7C,997,physical
NDUFB10,NDUFAB1,997,physical
NDUFB10,NDUFS7,997,physical
NDUFB10,NDUFA1,997,physical
NDUFB10,NDUFV3,997,physical
NCOR1,NCOR2,997,physical
NCOR1,HDAC1,997,physical
NCOR1,GPS2,997,physical
COPS3,COPS4,997,physical
CBX8,CBX4,997,physical
CBX8,CBX2,997,physical
CBX4,CBX8,997,physical
ERBB2,GRB2,997,physical
ERBB2,SHC1,997,physical
TXNL4A,PRPF8,997,physical
DNMT3L,H3C8,997,physical
DNMT3L,HIST2H3D,997,physical
TIMM29,AGK,997,physical
ECSIT,NDUFAF1,997,physical
PSMB6,PSMA2,997,physical
RPS11,RPS25,997,physical
RPS11,RPS3A,997,physical
RPS11,RPS17,997,physical
RPS11,RPS20,997,physical
RPS11,RPS3,997,physical
RPS11,RPS14,997,physical
RPS11,RPS19,997,physical
RPS11,RPS26,997,physical
RPS11,RPS2,997,physical
RPS11,RPS12,997,physical
RPS11,RPSA,997,physical
RPS11,RPS6,997,physical
RPS11,RPS21,997,physical
RPS11,RPS18,997,physical
IL22RA1,IL10RB,997,physical
PLK4,CEP152,997,physical
FCN3,MASP1,997,physical
PSMA5,PSMA3,997,physical
SF3B4,SF3A2,997,physical
RPS27A,UBA1,997,physical
RPS27A,RPS2,997,physical
MRPS5,MRPS9,997,physical
MRPS5,MRPS15,997,physical
RTKN,RHOA,997,physical
POLR2D,POLR2L,997,physical
POLR2D,POLR2H,997,physical
POLR2D,POLR2E,997,physical
ATP6V1A,ATP6V1G1,997,physical
ATP6V1A,ATP6V0D1,997,physical
ATP6V1A,ATP6V0B,997,physical
AMT,GLDC,997,physical
NDUFS6,NDUFB5,997,physical
NDUFS6,NDUFAB1,997,physical
NDUFS6,NDUFA11,997,physical
NDUFS6,NDUFB11,997,physical
GTF2H2,CDK7,997,physical
GTF2H2,CCNH,997,physical
EGFR,SHC1,997,physical
EGFR,PDGFRB,997,physical
IGFBP1,IGF2,997,physical
NDUFB11,NDUFS6,997,physical
NDUFB11,NDUFA11,997,physical
NDUFB11,NDUFS7,997,physical
NDUFB11,MT-ND1,997,physical
NDUFB11,NDUFAB1,997,physical
NDUFB11,NDUFA9,997,physical
UPF3B,RBM8A,997,physical
ATP6V1B2,ATP6V0D1,997,physical
TNFRSF10B,FADD,997,physical
TERF1,TERF2,997,physical
TERF1,TERF2IP,997,physical
TERF1,ACD,997,physical
NDUFB9,NDUFA1,997,physical
NDUFB9,NDUFV3,997,physical
NDUFB9,NDUFB6,997,physical
NDUFB9,NDUFB2,997,physical
CDKN2B,CDK4,997,physical
SERPING1,C1R,997,physical
SERPING1,C1S,997,physical
RPS3,RPS14,997,physical
RPS3,RPS16,997,physical
RPS3,RPS23,997,physical
RPS3,RPS8,997,physical
RPS3,RPS13,997,physical
RPS3,RPS11,997,physical
RPS3,RPS9,997,physical
RPS3,FAU,997,physical
RPS3,RPS18,997,physical
RPS3,RPS12,997,physical
RPS3,RPS7,997,physical
RPS3,RPSA,997,physical
RPS3,RPS6,997,physical
RPS3,RPS19,997,physical
ZP1,ZP3,997,physical
DLAT,PDHA1,997,physical
NDUFC2,NDUFA13,997,physical
NDUFC2,NDUFC1,997,physical
NDUFC2,NDUFA6,997,physical
NDUFC2,NDUFA10,997,physical
NDUFC2,MT-ND4,997,physical
NDUFC2,NDUFB4,997,physical
NDUFC2,NDUFV1,997,physical
NDUFC2,NDUFA2,997,physical
CENPU,CENPO,997,physical
CENPU,ITGB3BP,997,physical
CENPU,CENPT,997,physical
CENPU,CENPH,997,physical
SLC25A4,PPIF,997,physical
MED13L,CCNC,997,physical
HAUS1,HAUS2,997,physical
HAUS1,HAUS5,997,physical
HAUS1,HAUS3,997,physical
HAUS1,HAUS7,997,physical
TCF7L1,CTNNB1,997,physical
GRIA4,GRIA2,997,physical
GRIA4,GRIA3,997,physical
GRIA4,GRIA1,997,physical
MED21,MED31,997,physical
MED21,MED22,997,physical
CENPH,CENPU,997,physical
RANBP2,RAN,997,physical
GTF2E1,GTF2F1,997,physical
TSEN2,TSEN54,997,physical
DEPTOR,RICTOR,997,physical
MED7,MED22,997,physical
SMC2,NCAPG,997,physical
KAT6B,BRPF1,997,physical
BUB1B,KNL1,997,physical
PEX10,PEX2,997,physical
CNOT11,CNOT9,997,physical
NCF1,NOXA1,997,physical
FCER1G,FCGR3B,997,physical
FCER1G,NCR3,997,physical
IL10RB,TYK2,997,physical
IL10RB,IFNL3,997,physical
IL10RB,IL22RA1,997,physical
ATP5PO,ATP5F1C,997,physical
ATP5PO,ATP5PD,997,physical
KCNE2,KCNQ1,997,physical
AMFR,VCP,997,physical
CHCHD6,APOOL,997,physical
CTBP1,HDAC1,997,physical
ATP6V0D1,ATP6V1A,997,physical
ATP6V0D1,ATP6V1E1,997,physical
ATP6V0D1,ATP6V0C,997,physical
ATP6V0D1,ATP6V0A4,997,physical
ATP6V0D1,ATP6V1B2,997,physical
CALM1,PPP3CA,997,physical
MCM3AP,CETN3,997,physical
MCM3AP,CETN2,997,physical
FCN2,MASP1,997,physical
MED27,MED16,997,physical
MED27,MED20,997,physical
CCR5,CCL3L3,997,physical
CCR5,CCR3,997,physical
FGFR4,KLB,997,physical
ATP5MF,ATP5PB,997,physical
GRIN2C,GRIN3A,997,physical
STAT5B,STAT3,997,physical
HCRT,HCRTR1,997,physical
NCKAP1L,WASF2,997,physical
NCKAP1L,ABI2,997,physical
EIF4A1,EIF4G2,997,physical
POLR3K,POLR2E,997,physical
SLX4,ERCC1,997,physical
TAF6L,TADA1,997,physical
TAF6L,SUPT7L,997,physical
TAF6L,TAF12,997,physical
STX5,SEC22B,997,physical
LRP5,SOST,997,physical
ARPC5,ARPC1A,997,physical
REL,NFKB2,997,physical
REL,RELB,997,physical
REL,RELA,997,physical
KCNJ3,KCNJ6,997,physical
MRPS18C,MRPS2,997,physical
MRPS18C,MRPS11,997,physical
CXCR1,CXCR2,997,physical
ARPC2,ARPC5L,997,physical
SSR2,SSR3,997,physical
STT3B,MAGT1,997,physical
PRKCI,PARD3,997,physical
PRKCI,PARD6A,997,physical
ABI2,NCKAP1L,997,physical
IL17RC,IL17RA,997,physical
CCR1,CCR3,997,physical
CCR1,CCL5,997,physical
ELP6,ELP5,997,physical
MASP1,FCN2,997,physical
MASP1,FCN3,997,physical
SLC51A,SLC51B,997,physical
SAP30,SAP18,997,physical
SAP30,RBBP4,997,physical
GRIA2,GRIA4,997,physical
NAA15,HYPK,997,physical
HHIP,SHH,997,physical
RPS23,RPL8,997,physical
RPS23,RPS26,997,physical
RPS23,RPS2,997,physical
RPS23,RPL19,997,physical
RPS23,RPS12,997,physical
RPS23,RPS7,997,physical
RPS23,RPL24,997,physical
RPS23,RPSA,997,physical
RPS23,RPS18,997,physical
RPS23,RPL6,997,physical
RPS23,RPL11,997,physical
RPS23,RPS19,997,physical
RPS23,RPL31,997,physical
RPS23,RPS20,997,physical
RPS23,RPS3,997,physical
RPS23,RPS14,997,physical
RPS23,RPL18,997,physical
RPS23,RPS9,997,physical
RPS23,RPS25,997,physical
RPS23,RPS3A,997,physical
RPS23,RPS13,997,physical
RPS23,RPS8,997,physical
RPS23,RPL30,997,physical
RPS23,RPS17,997,physical
RPS23,RPS16,997,physical
NDUFS4,NDUFA11,997,physical
NDUFS4,NDUFA1,997,physical
RICTOR,DEPTOR,997,physical
IL3,CSF2RB,997,physical
COG5,COG7,997,physical
SHH,HHIP,997,physical
RAD21,STAG3,997,physical
NOS3,HSP90AA1,997,physical
NOS3,CAV1,997,physical
NEMF,LTN1,997,physical
RXFP2,INSL3,997,physical
ABRAXAS2,SHMT2,997,physical
SHLD2,SHLD3,997,physical
NDUFB8,NDUFB4,997,physical
NDUFB8,NDUFV3,997,physical
NDUFB8,NDUFA1,997,physical
NDUFB8,NDUFS7,997,physical
NDUFB8,NDUFB6,997,physical
NDUFB8,NDUFA10,997,physical
HPS6,HPS5,997,physical
COPS2,GPS1,997,physical
COPS2,COPS7B,997,physical
COPS2,COPS7A,997,physical
TAF10,TRRAP,997,physical
TAF10,TAF13,997,physical
TAF10,TADA1,997,physical
TAF10,TAF11,997,physical
POLR3E,POLR3H,997,physical
POLR3E,POLR3C,997,physical
POLR3E,POLR3A,997,physical
TERF2IP,TERF1,997,physical
DCTN5,DCTN1,997,physical
PDIA3,CANX,997,physical
SNRPD1,SNRPA1,997,physical
SNRPD1,PRPF6,997,physical
SNRPD1,CDC5L,997,physical
SNRPD1,SNRNP70,997,physical
SNRPD1,GEMIN2,997,physical
SNRPD1,SNRPB,997,physical
SNRPD1,SNRNP200,997,physical
CRK,CBL,997,physical
MED1,MED4,997,physical
KMT2D,KMT2C,997,physical
UBXN6,VCP,997,physical
TSR1,LTV1,997,physical
TSR1,BYSL,997,physical
NDUFA7,NDUFS7,997,physical
NDUFA7,NDUFV3,997,physical
NDUFA7,NDUFAB1,997,physical
NDUFA7,NDUFA3,997,physical
NDUFA7,NDUFB5,997,physical
NDUFA7,MT-ND2,997,physical
ATP5PD,ATP5F1A,997,physical
ATP5PD,ATP5PO,997,physical
ATP5PD,ATP5ME,997,physical
SOST,LRP5,997,physical
SRRM2,CWC22,997,physical
FADD,TNFRSF10A,997,physical
FADD,TNFRSF10B,997,physical
MYRIP,RAB27A,997,physical
POLR1D,POLR2L,997,physical
POLR1D,POLR1B,997,physical
POLR1D,POLR2E,997,physical
POLR1D,POLR2F,997,physical
POLR1D,POLR3A,997,physical
MAP2K1,MAPK3,997,physical
HDAC3,TBL1XR1,997,physical
IL12A,IL12B,997,physical
INSR,IGF1R,997,physical
INSR,IRS1,997,physical
COPS6,COPS7B,997,physical
CALML6,NOS1,997,physical
CTNNA1,VCL,997,physical
IRS1,IRS2,997,physical
IRS1,INSR,997,physical
STX8,VAMP8,997,physical
ADRB2,ARRB2,997,physical
COG7,COG5,997,physical
SF3B3,SNRNP200,997,physical
SF3B3,SF3A1,997,physical
SF3B3,EFTUD2,997,physical
ATP5ME,ATP5F1A,997,physical
ATP5ME,ATP5PD,997,physical
ATP5ME,ATP5F1E,997,physical
ATP5ME,ATP5PB,997,physical
UQCRFS1,UQCRQ,997,physical
UQCRFS1,UQCR10,997,physical
UQCRFS1,MT-CO1,997,physical
GABARAP,OPTN,997,physical
GABARAP,FUNDC1,997,physical
RPTOR,FKBP1A,997,physical
MCM7,CDC45,997,physical
ARNT2,EPAS1,997,physical
ATP6V0A4,ATP6V0D1,997,physical
WDR3,UTP18,997,physical
WDR3,UTP6,997,physical
COMMD1,CUL2,997,physical
GEMIN2,SNRPE,997,physical
GEMIN2,SNRPD2,997,physical
GEMIN2,SMN2,997,physical
GEMIN2,SNRPD1,997,physical
CBX2,PCGF2,997,physical
CBX2,CBX8,997,physical
PLG,SERPINF2,997,physical
PIGS,PIGU,997,physical
PSMD1,PSMD4,997,physical
PSMD1,PSMD6,997,physical
HCFC1,ASH2L,997,physical
HCFC1,RBBP5,997,physical
TERT,WRAP53,997,physical
PRKACA,PRKAR1B,997,physical
RPL38,RPL31,997,physical
RPL38,RPL30,997,physical
RPL38,RPL36,997,physical
RPL38,RPL18,997,physical
RPL38,RPL11,997,physical
RPL38,RPL19,997,physical
RPL38,RPL8,997,physical
PSMD2,PSMD8,997,physical
PSMD2,PSMC4,997,physical
PSMD2,PSMC6,997,physical
RMI2,FANCM,997,physical
SART1,SNRPD2,997,physical
PSMC5,PSMC4,997,physical
PSMC5,PSMD3,997,physical
PSMC5,PSMD6,997,physical
PSMC5,PSMC2,997,physical
REST,RCOR1,997,physical
TLR8,MYD88,997,physical
MSL3,MSL1,997,physical
CFLAR,TRADD,997,physical
ACAD9,TMEM126B,997,physical
ACAD9,NDUFAF1,997,physical
TAF7,TAF4,997,physical
TAF7,TBP,997,physical
TAF7,TAF5,997,physical
TAF7,TAF8,997,physical
CLSPN,TIPIN,997,physical
PABPC1,EIF4B,997,physical
CD19,IFITM1,997,physical
